"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel","A","B","C","D","E","F","G","A_ind","B_ind","C_ind","D_ind","E_ind","F_ind","G_ind"
29,"far-from-aligned","near-anchor",4,5,1,"25",30,"line",85,"F",4,20,5,17,20,29,5,4,0,2,6,5,3,1
43,"aligned","far-anchor",7,0,2,"50",50,"pie",85,"D",12,7,14,43,7,7,10,2,4,0,5,6,1,3
17,"near-aligned","far-anchor",8,3,2,"25",22,"line",85,"G",10,12,11,4,29,17,17,0,1,5,4,6,3,2
23,"aligned","near-anchor",2,0,2,"25",2,"line",85,"B",20,23,9,26,2,17,3,5,1,6,3,0,2,4
26,"far-from-aligned","near-anchor",1,11,1,"0",11,"line",85,"G",13,13,8,11,23,6,26,6,5,4,0,3,2,1
16,"far-from-aligned","far-anchor",9,7,1,"75",66,"line",85,"A",16,17,11,18,5,17,16,5,4,2,6,1,0,3
23,"far-from-aligned","near-anchor",2,8,2,"75",67,"line",85,"C",3,21,23,10,21,7,15,1,0,5,6,3,4,2
52,"near-aligned","far-anchor",2,4,2,"75",19,"pie",85,"B",7,52,11,7,17,4,2,3,2,6,5,0,4,1
45,"far-from-aligned","far-anchor",5,8,0,"50",13,"line",85,"F",6,13,18,7,7,45,4,3,0,6,2,5,1,4
43,"near-aligned","far-anchor",7,4,2,"25",21,"pie",85,"G",19,9,10,12,3,4,43,5,0,6,1,4,3,2
24,"far-from-aligned","near-anchor",1,7,1,"25",18,"line",85,"G",12,5,15,5,21,18,24,6,3,5,2,4,0,1
31,"aligned","far-anchor",6,0,1,"0",0,"line",85,"D",10,5,8,31,16,14,16,6,3,2,0,5,4,1
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",85,"E",11,16,15,10,25,15,8,1,3,6,5,4,2,0
33,"aligned","far-anchor",8,0,2,"100",67,"line",85,"E",9,6,12,13,33,15,12,0,5,1,2,6,4,3
17,"far-from-aligned","far-anchor",8,8,2,"50",41,"line",85,"A",17,17,23,16,10,9,8,3,4,1,5,0,6,2
33,"far-from-aligned","far-anchor",8,8,2,"25",33,"pie",85,"C",11,11,33,13,15,9,8,6,1,3,2,4,0,5
26,"far-from-aligned","near-anchor",1,10,1,"50",60,"pie",85,"E",13,13,14,21,26,2,11,0,4,6,3,5,1,2
48,"far-from-aligned","near-anchor",2,7,2,"50",9,"pie",85,"B",9,48,2,22,10,5,4,0,1,2,4,6,5,3
28,"aligned","near-anchor",3,0,2,"75",47,"line",85,"D",26,6,11,28,7,18,4,1,2,3,4,5,6,0
48,"far-from-aligned","near-anchor",2,5,2,"50",7,"pie",85,"C",3,7,48,5,10,16,11,5,0,1,4,3,2,6
33,"aligned","far-anchor",8,0,2,"75",42,"line",85,"G",14,11,2,15,14,11,33,0,6,1,3,5,2,4
54,"near-aligned","far-anchor",4,2,1,"25",27,"line",85,"D",8,11,8,54,7,7,5,2,5,6,4,1,3,0
27,"near-aligned","near-anchor",2,2,2,"50",21,"pie",85,"F",17,13,9,9,4,27,21,0,5,3,4,1,2,6
29,"near-aligned","near-anchor",4,2,1,"50",52,"line",85,"A",29,8,17,12,20,7,7,4,0,2,5,3,6,1
42,"far-from-aligned","far-anchor",8,6,2,"50",44,"line",85,"A",42,4,20,5,4,14,11,5,4,3,2,0,6,1
27,"far-from-aligned","near-anchor",2,10,2,"50",13,"line",85,"A",27,19,16,13,11,7,7,1,6,4,0,2,5,3
21,"aligned","near-anchor",4,0,1,"75",75,"pie",85,"G",16,28,19,5,4,7,21,2,4,3,1,6,0,5
24,"near-aligned","near-anchor",1,2,1,"50",48,"line",85,"F",22,12,16,5,8,24,13,2,5,6,0,3,4,1
30,"near-aligned","far-anchor",5,1,0,"50",49,"pie",85,"A",30,22,12,6,10,15,5,4,3,1,6,0,5,2
51,"far-from-aligned","far-anchor",1,7,1,"0",7,"line",85,"E",8,9,10,7,51,8,7,3,6,4,2,1,5,0
54,"far-from-aligned","far-anchor",4,10,1,"100",36,"line",85,"G",10,7,4,15,8,2,54,6,2,4,3,0,1,5
55,"far-from-aligned","far-anchor",5,8,0,"0",8,"pie",85,"B",13,55,4,4,9,7,8,2,1,5,3,6,4,0
55,"near-aligned","far-anchor",5,3,0,"100",42,"pie",85,"F",10,7,3,11,6,55,8,0,4,6,1,3,5,2
38,"far-from-aligned","far-anchor",12,5,2,"75",32,"line",85,"B",10,38,15,5,16,5,11,5,3,6,2,0,4,1
29,"near-aligned","near-anchor",4,4,1,"100",67,"line",85,"E",9,25,4,8,29,13,12,2,0,6,4,5,1,3
20,"far-from-aligned","far-anchor",5,10,0,"25 and 25",15,"pie",85,"A",20,10,12,20,13,10,15,1,6,3,4,2,5,0
15,"near-aligned","far-anchor",10,4,0,"50",46,"pie",85,"D",5,19,13,15,15,17,16,4,6,1,3,5,2,0
40,"near-aligned","far-anchor",10,3,0,"50",7,"line",85,"A",40,1,27,7,4,15,6,1,2,6,0,3,5,4
26,"aligned","near-anchor",1,0,1,"50",50,"pie",85,"E",12,7,6,11,26,25,13,2,0,1,5,4,3,6
23,"near-aligned","near-anchor",2,1,2,"50 and 75",51,"line",85,"D",18,21,15,23,10,5,8,6,2,1,4,3,0,5
16,"near-aligned","far-anchor",9,3,1,"0",3,"line",85,"A",16,25,7,19,2,28,3,1,5,6,4,2,3,0
21,"near-aligned","near-anchor",4,1,1,"25",3,"pie",85,"E",13,3,28,7,21,11,17,5,0,2,3,1,4,6
30,"far-from-aligned","far-anchor",5,6,0,"25",31,"pie",85,"C",4,20,30,11,8,18,9,1,4,3,6,5,0,2
39,"near-aligned","far-anchor",11,1,1,"50",10,"pie",85,"A",39,10,17,3,9,1,21,1,0,4,3,5,6,2
52,"aligned","far-anchor",2,0,2,"75",23,"line",85,"D",11,13,2,52,4,1,17,5,6,0,3,1,4,2
23,"far-from-aligned","near-anchor",2,10,2,"50",37,"pie",85,"G",7,22,16,6,14,12,23,0,6,1,5,2,4,3
45,"aligned","far-anchor",5,0,0,"25",25,"pie",85,"C",8,15,45,15,2,10,5,2,1,3,4,0,5,6
55,"far-from-aligned","far-anchor",5,10,0,"25 and 100",35,"pie",85,"A",55,10,7,8,4,6,10,5,6,2,1,3,0,4
29,"aligned","near-anchor",4,0,1,"50",21,"pie",85,"G",21,14,19,4,6,7,29,6,1,5,3,4,0,2
16,"near-aligned","far-anchor",9,1,1,"0",1,"line",85,"A",16,1,11,26,20,11,15,1,0,6,2,5,3,4
19,"far-from-aligned","far-anchor",6,7,1,"75",63,"pie",85,"F",12,16,7,8,20,19,18,4,1,2,3,0,5,6
19,"near-aligned","far-anchor",6,2,1,"75",54,"pie",85,"F",10,17,22,9,8,19,15,6,5,3,2,0,4,1
50,"far-from-aligned","anchor",0,5,0,"25 and 75",20,"line",85,"E",5,7,4,7,50,15,12,0,5,6,3,2,1,4
23,"far-from-aligned","near-anchor",2,10,2,"75",62,"pie",85,"G",20,16,10,15,8,8,23,2,0,4,6,1,3,5
50,"far-from-aligned","anchor",0,7,0,"25 and 75",18,"line",85,"A",50,12,2,16,7,6,7,2,5,0,1,3,4,6
22,"far-from-aligned","near-anchor",3,7,2,"50",43,"line",85,"A",22,11,3,11,9,29,15,3,0,1,4,5,2,6
47,"aligned","near-anchor",3,0,2,"50",50,"pie",85,"B",1,47,3,12,10,14,13,4,5,6,1,2,3,0
22,"near-aligned","near-anchor",3,3,2,"75",72,"pie",85,"B",6,22,2,5,26,30,9,6,5,4,1,2,3,0
52,"far-from-aligned","far-anchor",2,10,2,"25",35,"line",85,"E",5,14,8,3,52,8,10,5,1,6,0,4,2,3
29,"near-aligned","near-anchor",4,3,1,"25",28,"line",85,"F",16,11,12,4,8,29,20,1,4,0,5,3,2,6
16,"far-from-aligned","far-anchor",9,5,1,"75",70,"pie",85,"G",15,14,20,5,14,16,16,3,6,4,2,0,1,5
46,"near-aligned","near-anchor",4,2,1,"50",48,"pie",85,"G",7,6,8,11,4,18,46,3,6,0,1,2,4,5
28,"far-from-aligned","near-anchor",3,5,2,"50",55,"pie",85,"A",28,12,4,16,4,19,17,5,4,3,1,2,0,6
25,"near-aligned","anchor",0,2,0,"75 and 100",73,"pie",85,"E",10,5,13,11,25,2,34,4,2,0,1,5,6,3
53,"aligned","far-anchor",3,0,2,"100",47,"pie",85,"B",8,53,2,20,1,6,10,2,6,5,0,1,4,3
30,"near-aligned","far-anchor",5,4,0,"0",4,"line",85,"E",22,22,15,4,30,6,1,5,4,2,0,1,6,3
48,"near-aligned","near-anchor",2,1,2,"50 and 100",51,"pie",85,"D",9,1,15,48,10,7,10,1,6,0,5,3,2,4
19,"near-aligned","far-anchor",6,1,1,"100",80,"line",85,"E",16,1,18,22,19,9,15,1,6,3,0,5,4,2
25,"far-from-aligned","anchor",0,12,0,"0 and 25",12,"pie",85,"F",11,13,18,12,5,25,16,5,3,4,0,2,1,6
49,"aligned","near-anchor",1,0,1,"25",25,"line",85,"D",4,9,1,49,8,16,13,2,4,6,3,0,5,1
21,"aligned","near-anchor",4,0,1,"25",25,"pie",86,"A",21,14,22,2,16,15,10,2,4,6,3,5,0,1
25,"far-from-aligned","anchor",0,7,0,"75 and 100",68,"line",86,"G",8,13,12,29,7,6,25,3,0,4,1,6,2,5
21,"near-aligned","near-anchor",4,4,1,"75",71,"line",86,"A",21,19,15,13,15,9,8,5,3,4,2,1,0,6
29,"aligned","near-anchor",4,0,1,"50",50,"line",86,"E",1,13,1,38,29,8,10,3,5,0,1,4,6,2
49,"far-from-aligned","near-anchor",1,12,1,"50 and 75",38,"pie",86,"A",49,8,6,12,17,5,3,4,6,2,0,3,5,1
49,"far-from-aligned","near-anchor",1,11,1,"75",37,"line",86,"D",10,6,11,49,9,7,8,3,6,2,4,0,1,5
30,"far-from-aligned","far-anchor",5,8,0,"50",58,"line",86,"B",4,30,8,22,14,10,12,0,5,3,2,1,4,6
27,"far-from-aligned","near-anchor",2,5,2,"100",68,"pie",86,"D",7,11,35,27,5,7,8,1,2,0,5,6,4,3
20,"near-aligned","far-anchor",5,4,0,"50",34,"pie",86,"G",17,17,12,9,17,8,20,5,4,6,1,0,2,3
39,"aligned","far-anchor",11,0,1,"0",0,"line",86,"B",20,39,9,14,6,10,2,1,0,6,3,4,5,2
51,"far-from-aligned","far-anchor",1,11,1,"25",36,"line",86,"B",3,51,6,8,10,7,15,3,4,5,0,1,6,2
34,"aligned","far-anchor",9,0,1,"50",16,"pie",86,"F",12,16,11,7,8,34,12,6,0,5,3,2,1,4
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",86,"C",11,6,25,5,11,24,18,6,5,0,3,1,4,2
33,"far-from-aligned","far-anchor",8,5,2,"75",37,"line",86,"C",14,6,33,10,1,23,13,1,6,3,0,4,5,2
30,"aligned","far-anchor",5,0,0,"0",0,"pie",86,"G",2,24,14,8,7,15,30,6,1,3,4,5,2,0
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",86,"F",10,12,7,25,8,25,13,2,6,3,0,1,4,5
42,"aligned","far-anchor",8,0,2,"25",25,"line",86,"G",8,23,3,10,7,7,42,2,5,4,0,6,1,3
18,"far-from-aligned","far-anchor",7,5,2,"75",62,"pie",86,"B",32,18,6,8,7,20,9,4,5,1,3,0,6,2
53,"near-aligned","far-anchor",3,4,2,"25",29,"pie",86,"C",9,9,53,17,6,1,5,3,0,4,6,1,5,2
46,"aligned","near-anchor",4,0,1,"25",25,"pie",86,"E",5,9,14,9,46,2,15,5,4,1,0,3,2,6
43,"near-aligned","far-anchor",7,3,2,"25",22,"line",86,"A",43,16,12,6,11,2,10,2,3,1,6,5,4,0
41,"near-aligned","far-anchor",9,1,1,"50",8,"pie",86,"C",8,11,41,16,3,16,5,0,6,1,4,5,3,2
47,"aligned","near-anchor",3,0,2,"100",53,"pie",86,"B",7,47,7,17,7,6,9,5,6,0,3,4,1,2
50,"near-aligned","anchor",0,1,0,"0 and 50",1,"pie",86,"G",12,11,6,1,8,12,50,2,6,5,0,4,3,1
47,"near-aligned","near-anchor",3,4,2,"50",46,"line",86,"D",6,6,13,47,7,7,14,3,0,4,5,6,1,2
50,"near-aligned","anchor",0,2,0,"0 and 50",2,"line",86,"B",9,50,9,7,13,2,10,6,1,4,3,2,0,5
49,"near-aligned","near-anchor",1,2,1,"25",23,"pie",86,"F",13,6,4,4,13,49,11,4,0,5,2,1,3,6
49,"aligned","near-anchor",1,0,1,"75",26,"line",86,"E",6,13,2,6,49,10,14,2,6,4,1,3,5,0
37,"near-aligned","far-anchor",12,1,2,"50",12,"pie",86,"C",4,19,37,7,8,12,13,6,5,1,4,2,0,3
30,"far-from-aligned","far-anchor",5,10,0,"25 and 75",35,"pie",86,"C",16,11,30,11,15,8,9,0,5,3,2,6,1,4
16,"near-aligned","far-anchor",9,4,1,"50",30,"line",86,"B",15,16,8,14,17,23,7,3,2,4,6,5,0,1
52,"far-from-aligned","far-anchor",2,8,2,"25",33,"line",86,"D",6,3,15,52,9,6,9,3,0,2,4,5,6,1
30,"near-aligned","far-anchor",5,2,0,"75",43,"pie",86,"D",8,6,11,30,16,13,16,2,1,6,4,0,3,5
24,"far-from-aligned","near-anchor",1,5,1,"50",31,"line",86,"A",24,12,11,19,4,12,18,2,1,5,0,6,3,4
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",86,"D",9,15,11,25,2,23,15,0,3,1,4,6,5,2
16,"aligned","far-anchor",9,0,1,"25",25,"pie",86,"B",11,16,21,12,1,15,24,6,2,5,4,0,3,1
22,"near-aligned","near-anchor",3,1,2,"50",27,"pie",86,"F",2,24,17,8,15,22,12,4,5,6,3,0,2,1
23,"near-aligned","near-anchor",2,4,2,"75",56,"pie",86,"C",12,14,23,19,11,19,2,2,1,4,0,3,6,5
51,"near-aligned","far-anchor",1,3,1,"100",46,"pie",86,"B",16,51,3,3,2,16,9,0,5,3,6,2,1,4
47,"far-from-aligned","near-anchor",3,6,2,"75",34,"pie",86,"E",8,11,7,4,47,18,5,6,5,3,0,4,1,2
32,"near-aligned","far-anchor",7,1,2,"75",42,"pie",86,"G",4,16,8,13,22,5,32,6,2,3,0,5,1,4
33,"far-from-aligned","far-anchor",8,5,2,"25",30,"line",86,"A",33,15,7,9,14,16,6,3,4,2,1,0,6,5
25,"aligned","anchor",0,0,0,"25 and 50",25,"line",86,"A",25,16,15,13,12,13,6,2,4,6,3,0,1,5
49,"far-from-aligned","near-anchor",1,5,1,"25",20,"pie",86,"G",10,12,13,7,6,3,49,3,5,1,0,6,4,2
48,"far-from-aligned","near-anchor",2,7,2,"50",43,"line",86,"D",9,6,7,48,16,9,5,2,0,4,5,1,6,3
42,"near-aligned","far-anchor",8,4,2,"50",46,"line",86,"A",42,3,12,10,11,21,1,5,1,6,2,0,4,3
45,"far-from-aligned","far-anchor",5,5,0,"25",20,"pie",86,"E",8,12,8,15,45,7,5,5,1,0,4,2,3,6
23,"near-aligned","near-anchor",2,1,2,"25",24,"line",86,"D",3,21,19,23,10,21,3,6,0,4,2,3,5,1
46,"far-from-aligned","near-anchor",4,7,1,"50",43,"line",86,"F",17,5,13,5,3,46,11,4,3,2,0,1,5,6
30,"far-from-aligned","far-anchor",5,9,0,"25",34,"pie",86,"E",19,13,2,11,30,19,6,2,0,1,6,3,5,4
32,"far-from-aligned","far-anchor",7,9,2,"0 and 50",9,"line",86,"C",10,8,32,1,9,19,21,6,5,1,4,0,2,3
46,"near-aligned","near-anchor",4,2,1,"75",31,"line",86,"F",10,10,14,8,5,46,7,5,2,1,4,6,3,0
37,"aligned","far-anchor",12,0,2,"75",38,"pie",86,"C",19,6,37,6,23,6,3,5,6,4,1,0,2,3
15,"aligned","far-anchor",10,0,0,"75",60,"line",86,"A",15,15,10,16,6,23,15,4,1,6,2,0,3,5
36,"near-aligned","far-anchor",11,2,1,"0",2,"pie",86,"A",36,21,10,2,6,13,12,1,4,5,0,6,2,3
25,"far-from-aligned","anchor",0,11,0,"75 and 100",64,"pie",86,"F",15,1,31,11,11,25,6,3,4,2,6,1,5,0
15,"aligned","far-anchor",10,0,0,"100",85,"pie",86,"D",8,11,25,15,12,10,19,1,3,2,6,0,5,4
19,"near-aligned","far-anchor",6,4,1,"75",60,"pie",86,"G",20,8,24,20,1,8,19,5,3,1,0,6,2,4
28,"far-from-aligned","near-anchor",3,5,2,"75",42,"line",86,"A",28,12,11,6,22,18,3,4,5,3,2,0,6,1
50,"far-from-aligned","anchor",0,10,0,"50 and 100",40,"pie",86,"G",6,4,15,8,10,7,50,3,2,0,4,6,1,5
28,"near-aligned","near-anchor",3,1,2,"25",24,"pie",86,"D",24,8,11,28,13,6,10,4,3,1,2,0,5,6
38,"aligned","far-anchor",12,0,2,"75",37,"line",86,"E",8,6,12,13,38,5,18,0,1,5,6,4,2,3
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"line",86,"G",5,7,8,4,8,18,50,5,1,0,6,2,4,3
27,"aligned","near-anchor",2,0,2,"0",0,"pie",86,"E",27,23,3,7,27,2,11,1,4,3,5,0,2,6
31,"far-from-aligned","far-anchor",6,6,1,"25",31,"pie",86,"C",22,10,31,11,5,15,6,4,5,3,1,0,2,6
32,"far-from-aligned","far-anchor",7,7,2,"100",61,"line",86,"B",11,32,10,17,4,7,19,0,5,3,1,4,6,2
27,"near-aligned","near-anchor",2,2,2,"0",2,"line",86,"C",28,13,27,11,14,5,2,6,2,1,4,5,3,0
17,"far-from-aligned","far-anchor",8,7,2,"75",68,"pie",86,"G",16,18,17,15,11,6,17,4,0,1,6,2,3,5
36,"far-from-aligned","far-anchor",11,7,1,"0 and 50",7,"line",86,"D",24,10,9,36,8,6,7,2,3,6,1,4,5,0
45,"far-from-aligned","far-anchor",5,6,0,"75",36,"pie",86,"C",3,5,45,5,18,14,10,0,3,4,5,1,6,2
24,"far-from-aligned","near-anchor",1,5,1,"50",45,"pie",86,"D",16,10,21,24,6,17,6,2,6,5,4,0,1,3
22,"far-from-aligned","near-anchor",3,10,2,"50",38,"pie",86,"D",12,8,15,22,13,16,14,4,0,6,3,5,1,2
23,"aligned","near-anchor",2,0,2,"50",27,"line",86,"A",23,9,13,14,19,14,8,2,4,0,3,6,1,5
33,"aligned","far-anchor",8,0,2,"25",25,"line",86,"C",15,11,33,14,14,8,5,6,0,2,1,5,4,3
20,"far-from-aligned","far-anchor",5,7,0,"25",18,"line",86,"D",13,14,11,20,16,8,18,3,2,5,1,6,4,0
25,"far-from-aligned","anchor",0,11,0,"50 and 75",39,"line",86,"G",20,6,13,1,23,12,25,0,1,2,6,4,5,3
17,"near-aligned","far-anchor",8,2,2,"100",81,"line",86,"F",8,14,6,6,2,17,47,3,2,4,0,6,5,1
47,"aligned","near-anchor",3,0,2,"100",53,"pie",86,"B",8,47,3,5,10,4,23,3,6,0,5,1,4,2
31,"far-from-aligned","far-anchor",6,7,1,"50",57,"pie",86,"E",10,11,11,17,31,12,8,4,2,0,3,5,6,1
31,"near-aligned","far-anchor",6,2,1,"25",23,"line",86,"D",18,5,12,31,12,3,19,1,0,4,2,3,6,5
54,"near-aligned","far-anchor",4,2,1,"25",27,"line",86,"E",15,11,11,2,54,3,4,5,2,3,0,4,1,6
48,"far-from-aligned","near-anchor",2,7,2,"75",34,"line",86,"F",8,7,12,8,6,48,11,1,2,6,3,5,4,0
28,"far-from-aligned","near-anchor",3,7,2,"100",65,"pie",86,"D",20,11,10,28,14,10,7,4,0,2,5,3,1,6
21,"near-aligned","near-anchor",4,2,1,"25",23,"pie",86,"G",26,11,13,2,12,15,21,3,0,6,4,1,5,2
30,"aligned","far-anchor",5,0,0,"50",20,"pie",86,"E",16,10,10,14,30,9,11,5,3,4,6,2,0,1
24,"aligned","near-anchor",1,0,1,"100",76,"line",86,"B",9,24,16,13,12,13,13,4,6,3,0,1,5,2
43,"near-aligned","far-anchor",7,3,2,"50",4,"line",86,"E",3,4,15,17,43,12,6,4,0,5,2,1,3,6
43,"aligned","far-anchor",7,0,2,"25",25,"line",86,"B",2,43,8,15,14,2,16,4,3,0,2,5,1,6
50,"near-aligned","anchor",0,3,0,"50 and 100",47,"pie",86,"C",8,10,50,3,8,5,16,3,1,5,6,0,4,2
45,"near-aligned","far-anchor",5,1,0,"50",4,"line",86,"A",45,8,2,8,4,17,16,1,4,6,2,0,5,3
54,"far-from-aligned","far-anchor",4,8,1,"100",38,"pie",86,"F",5,11,6,8,8,54,8,3,4,1,6,2,5,0
49,"far-from-aligned","near-anchor",1,11,1,"75",37,"line",86,"B",8,49,11,9,9,8,6,6,4,1,0,2,3,5
38,"near-aligned","far-anchor",12,4,2,"100",58,"line",86,"D",12,4,4,38,3,12,27,2,4,6,5,0,1,3
26,"near-aligned","near-anchor",1,2,1,"100",72,"pie",86,"B",29,26,19,9,2,5,10,0,5,3,2,6,1,4
22,"aligned","near-anchor",3,0,2,"75",53,"line",86,"F",15,11,14,15,10,22,13,0,1,3,6,5,4,2
49,"near-aligned","near-anchor",1,3,1,"50",47,"line",86,"E",13,9,4,3,49,18,4,1,4,6,2,5,0,3
46,"aligned","near-anchor",4,0,1,"75",29,"line",87,"C",17,6,46,2,2,13,14,5,4,3,1,6,2,0
46,"far-from-aligned","near-anchor",4,8,1,"75",37,"pie",87,"F",8,14,3,8,12,46,9,0,5,6,1,2,4,3
18,"near-aligned","far-anchor",7,4,2,"75",61,"line",87,"D",19,16,17,18,4,12,14,3,2,6,4,5,1,0
24,"far-from-aligned","near-anchor",1,7,1,"75",58,"pie",87,"E",3,3,18,2,24,34,16,2,0,6,3,5,1,4
38,"near-aligned","far-anchor",12,4,2,"25",21,"pie",87,"E",3,13,9,11,38,12,14,3,6,1,4,2,0,5
26,"far-from-aligned","near-anchor",1,11,1,"0",11,"line",87,"G",11,4,18,5,27,9,26,0,5,2,3,6,4,1
38,"aligned","far-anchor",12,0,2,"25",25,"line",87,"G",8,4,17,13,8,12,38,3,4,1,5,0,6,2
50,"far-from-aligned","anchor",0,12,0,"50 and 100",38,"pie",87,"A",50,2,12,10,12,6,8,5,4,1,0,6,3,2
40,"near-aligned","far-anchor",10,2,0,"50",48,"pie",87,"F",12,10,4,10,10,40,14,6,0,3,1,4,5,2
31,"aligned","far-anchor",6,0,1,"50",19,"pie",87,"E",2,22,7,17,31,9,12,0,3,6,1,2,4,5
39,"aligned","far-anchor",11,0,1,"50",11,"line",87,"A",39,6,11,15,7,11,11,1,3,2,6,4,5,0
18,"near-aligned","far-anchor",7,3,2,"100",79,"pie",87,"A",18,31,3,3,11,11,23,5,1,6,4,3,0,2
16,"near-aligned","far-anchor",9,3,1,"50",47,"line",87,"D",10,16,18,16,11,3,26,4,6,1,3,5,2,0
43,"near-aligned","far-anchor",7,3,2,"50",4,"pie",87,"G",16,3,15,4,7,12,43,4,2,3,0,6,5,1
45,"aligned","far-anchor",5,0,0,"100",55,"line",87,"C",4,5,45,12,10,9,15,0,1,6,3,4,2,5
46,"near-aligned","near-anchor",4,2,1,"50",48,"line",87,"F",6,8,5,15,4,46,16,6,4,2,0,3,5,1
26,"aligned","near-anchor",1,0,1,"50",50,"pie",87,"D",7,9,15,26,9,17,17,5,1,0,4,3,6,2
24,"far-from-aligned","near-anchor",1,9,1,"25",16,"line",87,"G",8,6,15,13,18,16,24,3,2,5,4,6,0,1
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"line",87,"C",7,12,50,14,9,1,7,1,0,5,4,2,6,3
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",87,"B",12,50,8,4,11,11,4,3,0,6,1,4,2,5
28,"far-from-aligned","near-anchor",3,7,2,"100",65,"pie",87,"G",2,33,7,9,17,4,28,1,0,6,2,4,3,5
46,"aligned","near-anchor",4,0,1,"100",54,"pie",87,"E",13,5,7,6,46,7,16,5,0,4,2,6,3,1
35,"far-from-aligned","far-anchor",10,5,0,"75",35,"line",87,"E",13,12,4,10,35,7,19,0,1,6,2,3,4,5
43,"aligned","far-anchor",7,0,2,"50",7,"pie",87,"D",11,4,12,43,7,7,16,4,6,3,1,2,0,5
21,"far-from-aligned","near-anchor",4,6,1,"50",35,"pie",87,"A",21,11,3,8,10,24,23,3,5,0,1,4,2,6
22,"near-aligned","near-anchor",3,1,2,"75",74,"pie",87,"F",4,28,6,4,26,22,10,1,2,3,6,0,5,4
51,"far-from-aligned","far-anchor",1,11,1,"75",13,"line",87,"D",3,9,10,51,4,9,14,0,5,1,2,3,6,4
29,"aligned","near-anchor",4,0,1,"25",25,"line",87,"A",29,12,23,12,7,4,13,2,1,5,6,3,4,0
38,"aligned","far-anchor",12,0,2,"75",37,"pie",87,"A",38,12,13,13,5,13,6,4,5,2,6,0,1,3
24,"near-aligned","near-anchor",1,3,1,"50",29,"line",87,"E",8,9,6,24,24,7,22,6,3,5,4,2,0,1
48,"near-aligned","near-anchor",2,2,2,"50",4,"pie",87,"E",7,4,6,4,48,10,21,3,4,6,0,1,5,2
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",87,"E",9,6,13,5,50,6,11,3,4,2,5,6,0,1
24,"near-aligned","near-anchor",1,3,1,"25",4,"pie",87,"A",24,4,13,5,10,14,30,1,0,4,6,2,3,5
21,"near-aligned","near-anchor",4,4,1,"75",71,"line",87,"D",18,8,18,21,24,3,8,4,6,2,5,1,0,3
48,"near-aligned","near-anchor",2,2,2,"50",4,"line",87,"D",4,10,8,48,7,11,12,0,2,3,1,5,6,4
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"pie",87,"F",11,7,4,5,16,50,7,2,0,1,5,6,3,4
52,"far-from-aligned","far-anchor",2,5,2,"75",18,"pie",87,"D",13,14,16,52,1,2,2,3,4,0,2,6,5,1
39,"far-from-aligned","far-anchor",11,5,1,"50",45,"pie",87,"B",4,39,18,16,7,7,9,0,4,2,1,3,5,6
31,"near-aligned","far-anchor",6,1,1,"75",43,"line",87,"D",19,7,8,31,17,11,7,5,6,1,4,3,2,0
22,"far-from-aligned","near-anchor",3,10,2,"25",15,"line",87,"G",5,4,16,20,18,15,22,3,4,2,6,5,0,1
38,"near-aligned","far-anchor",12,2,2,"50",48,"pie",87,"A",38,14,6,9,6,22,5,5,6,1,3,2,0,4
22,"far-from-aligned","near-anchor",3,10,2,"50",38,"line",87,"C",7,17,22,13,14,20,7,4,0,3,6,2,5,1
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",87,"A",25,14,2,13,13,10,23,0,6,1,5,4,3,2
31,"far-from-aligned","far-anchor",6,7,1,"50",12,"pie",87,"D",7,16,10,31,12,11,13,5,6,2,1,0,4,3
37,"far-from-aligned","far-anchor",12,5,2,"100",58,"line",87,"C",16,14,37,5,10,17,1,3,0,5,6,1,4,2
43,"far-from-aligned","far-anchor",7,5,2,"25",20,"pie",87,"A",43,12,2,9,3,20,11,2,3,4,0,6,5,1
29,"far-from-aligned","near-anchor",4,8,1,"50",13,"pie",87,"E",4,15,13,9,29,10,20,5,3,0,2,1,6,4
26,"far-from-aligned","near-anchor",1,12,1,"25 and 75",37,"line",87,"G",15,10,8,15,19,7,26,6,2,1,4,0,5,3
25,"near-aligned","anchor",0,1,0,"0 and 25",1,"pie",87,"D",21,9,13,25,1,6,25,2,6,5,1,0,4,3
21,"aligned","near-anchor",4,0,1,"100",79,"line",87,"B",19,21,14,2,14,19,11,4,6,2,1,0,5,3
40,"near-aligned","far-anchor",10,4,0,"75",31,"line",87,"D",12,12,7,40,9,10,10,1,4,5,3,0,2,6
46,"near-aligned","near-anchor",4,1,1,"50",3,"pie",87,"G",3,9,4,24,12,2,46,0,2,4,5,6,3,1
40,"far-from-aligned","far-anchor",10,5,0,"50 and 100",55,"pie",87,"F",5,8,11,17,7,40,12,6,4,0,2,1,5,3
